fiscal_year,ticker,company,sector,revenue,gross_profit,operating_income,net_income,rd_expense,interest_expense,total_assets,total_equity,long_term_debt,current_assets,current_liabilities,cash,operating_cashflow,capex,shares_outstanding,ebitda,ebitda_is_estimated,gross_margin,operating_margin,net_margin,ebitda_margin,rd_intensity,roe,roa,roic,debt_to_equity,debt_to_assets,current_ratio,interest_coverage,fcf,fcf_margin,cfo_to_net_income,capex_intensity,eps,fcf_per_share,macro_regime
2014,TGT,Target,Consumer_Retail,71279000000.0,21240000000.0,4121000000.0,1971000000.0,,1049000000.0,44553000000.0,16231000000.0,11678000000.0,11573000000.0,12777000000.0,670000000.0,6520000000.0,1886000000.0,632930740.0,4121000000.0,True,0.29798397845087615,0.05781506474557724,0.027651903085060117,0.05781506474557724,,0.12143429240342554,0.044239445155208404,0.14765846142821312,0.7194874006530713,0.2621147846385204,0.9057681771933944,3.9285033365109627,4634000000.0,0.06501213541155179,3.3079654997463215,0.02645940599615595,3.1140848049187815,7.321496187718738,Low Rate Bull Market
2015,TGT,Target,Consumer_Retail,72618000000.0,21340000000.0,3653000000.0,-1636000000.0,,882000000.0,41172000000.0,13997000000.0,11946000000.0,13624000000.0,11736000000.0,2210000000.0,4465000000.0,1786000000.0,640213987.0,3653000000.0,True,0.29386653446803823,0.05030433225921948,-0.02252884959651877,0.05030433225921948,,-0.11688218904050868,-0.03973574273778296,0.1408086959873569,0.8534686004143746,0.29014864470999707,1.1608725289706885,4.14172335600907,2679000000.0,0.036891679748822605,-2.7292176039119806,0.024594453165881738,-2.5553955915055635,4.184538379977631,Low Rate Bull Market
2016,TGT,Target,Consumer_Retail,73785000000.0,21544000000.0,4923000000.0,3363000000.0,,607000000.0,40262000000.0,12965000000.0,11859000000.0,14130000000.0,12622000000.0,4046000000.0,5958000000.0,1438000000.0,602226517.0,4923000000.0,True,0.2919834654740123,0.06672087822728197,0.045578369587314496,0.06672087822728197,,0.25939066718087156,0.08352789230539963,0.19831614566548503,0.9146934053220208,0.2945457254979882,1.1194739344002536,8.110378912685338,4520000000.0,0.061259063495290374,1.7716324710080285,0.019489056041200787,5.584277518620124,7.505481529635135,Low Rate Bull Market
2017,TGT,Target,Consumer_Retail,70271000000.0,20350000000.0,4864000000.0,2734000000.0,,991000000.0,37431000000.0,10915000000.0,11715000000.0,11990000000.0,12707000000.0,2512000000.0,5444000000.0,1547000000.0,556156228.0,4864000000.0,True,0.28959314653270907,0.0692177427388254,0.03890651904768681,0.0692177427388254,,0.2504809894640403,0.07304106222115359,0.21493592576226248,1.0732936326156666,0.31297587561112444,0.9435744078067207,4.9081735620585265,3897000000.0,0.055456731795477505,1.9912216532553035,0.022014771385066387,4.915884894127267,7.007023932850752,Low Rate Bull Market
2018,TGT,Target,Consumer_Retail,72714000000.0,20754000000.0,4224000000.0,2914000000.0,,653000000.0,40303000000.0,11651000000.0,10440000000.0,12540000000.0,13052000000.0,2643000000.0,6935000000.0,2533000000.0,541681670.0,4224000000.0,True,0.2854195890750062,0.0580906015347801,0.04007481365349176,0.0580906015347801,,0.2501072869281607,0.07230231000173684,0.1912090896745281,0.8960604239979401,0.2590377887502171,0.9607722954336501,6.468606431852987,4402000000.0,0.06053854828506203,2.3798901853122856,0.034835107407101794,5.379543302619045,8.126544137998984,Low Rate Bull Market
2019,TGT,Target,Consumer_Retail,75356000000.0,22057000000.0,4110000000.0,2937000000.0,,461000000.0,41290000000.0,11297000000.0,10247000000.0,12519000000.0,15014000000.0,1556000000.0,5973000000.0,3516000000.0,517761600.0,4110000000.0,True,0.2927039651786188,0.05454111152396624,0.03897499867296566,0.05454111152396624,,0.2599805258033106,0.07113102446112861,0.19077237281841813,0.9070549703461096,0.24817147008961007,0.8338217663514054,8.915401301518438,2457000000.0,0.03260523382345135,2.033707865168539,0.04665852752269229,5.672494831598172,4.745427239100003,Low Rate Bull Market
2020,TGT,Target,Consumer_Retail,78112000000.0,23248000000.0,4658000000.0,3281000000.0,,477000000.0,42779000000.0,11833000000.0,9992000000.0,12902000000.0,14487000000.0,2577000000.0,7117000000.0,3027000000.0,504198962.0,4658000000.0,True,0.29762392462105697,0.059632322818517,0.042003789430561246,0.059632322818517,,0.2772754162089073,0.07669650996984502,0.2134249713631157,0.8444181526240175,0.23357254727787,0.8905915648512459,9.765199161425576,4090000000.0,0.05236071282261368,2.1691557451996344,0.03875204834084392,6.5073517545242385,8.111877072844907,COVID Shock
2021,TGT,Target,Consumer_Retail,93561000000.0,27384000000.0,6539000000.0,4368000000.0,,977000000.0,51248000000.0,14440000000.0,10643000000.0,20756000000.0,20125000000.0,8511000000.0,10525000000.0,2649000000.0,500877129.0,6539000000.0,True,0.29268605508705553,0.06989023204112825,0.04668611921634014,0.06989023204112825,,0.30249307479224374,0.08523259444270996,0.2606944942789937,0.7370498614958448,0.20767639712769279,1.0313540372670806,6.69293756397134,7876000000.0,0.084180374301258,2.409569597069597,0.028313079167601885,8.720701639383499,15.724415318631968,COVID Rebound
2022,TGT,Target,Consumer_Retail,106005000000.0,31042000000.0,8946000000.0,6946000000.0,,421000000.0,53811000000.0,12827000000.0,11568000000.0,21573000000.0,21747000000.0,5911000000.0,8625000000.0,3544000000.0,471274073.0,8946000000.0,True,0.29283524362058394,0.08439224564879015,0.0655252110749493,0.08439224564879015,,0.541513993919077,0.12908141458066194,0.3667144906743185,0.9018476650814687,0.21497463343925963,0.9919988963995033,21.24940617577197,5081000000.0,0.047931701334842695,1.2417218543046358,0.033432385264846,14.738769641588155,10.781412114729257,Inflation & Rate Hikes
2023,TGT,Target,Consumer_Retail,109120000000.0,26814000000.0,3848000000.0,2780000000.0,,478000000.0,53335000000.0,11232000000.0,14141000000.0,17846000000.0,19500000000.0,2229000000.0,4018000000.0,5528000000.0,460346947.0,3848000000.0,True,0.24572947214076246,0.03526392961876833,0.025476539589442817,0.03526392961876833,,0.2475071225071225,0.05212337114465173,0.15165727347968314,1.2589921652421652,0.26513546451673387,0.9151794871794872,8.05020920502092,-1510000000.0,-0.013837976539589443,1.4453237410071942,0.05065982404692082,6.038923507838534,-3.280134711092154,Inflation & Rate Hikes
2024,TGT,Target,Consumer_Retail,107412000000.0,29584000000.0,5707000000.0,4138000000.0,,502000000.0,55356000000.0,13432000000.0,14151000000.0,17498000000.0,19304000000.0,3805000000.0,8621000000.0,4806000000.0,461675441.0,5707000000.0,True,0.2754254645663427,0.05313186608572599,0.03852455963951886,0.05313186608572599,,0.30807027992852887,0.07475251101958234,0.2069028024507849,1.0535288862418106,0.2556362453934533,0.9064442602569416,11.368525896414342,3815000000.0,0.035517446840204074,2.083373610439826,0.04474360406658474,8.963006546410599,8.263380854170235,Normalization
2007,WMT,Walmart,Consumer_Retail,,,,,,,,63733000000.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,Pre-Crisis Buildup
2008,WMT,Walmart,Consumer_Retail,373821000000.0,89684000000.0,21952000000.0,12731000000.0,,1863000000.0,,66250000000.0,,,,-2198000000.0,20642000000.0,14937000000.0,4072000000.0,21952000000.0,True,0.2399116154523154,0.05872329269891204,0.034056406675922433,0.05872329269891204,,0.19216603773584906,,0.3313509433962264,,,,11.783145464304885,5705000000.0,0.015261314907402205,1.6213965909983505,0.039957626778591895,3.12647347740668,1.401031434184676,Financial Crisis
2009,WMT,Walmart,Consumer_Retail,401087000000.0,97146000000.0,22767000000.0,13381000000.0,,1896000000.0,163429000000.0,65285000000.0,31349000000.0,48949000000.0,55390000000.0,7275000000.0,23147000000.0,11499000000.0,3925000000.0,22767000000.0,True,0.2422068030128127,0.05676324587932294,0.03336183920196865,0.05676324587932294,,0.20496285517347018,0.08187653354055889,0.23560030631040835,0.4801868729417171,0.1918203011705389,0.8837154721068785,12.007911392405063,11648000000.0,0.02904108086275546,1.7298408190718182,0.028669590388120284,3.409171974522293,2.967643312101911,Financial Crisis
2010,WMT,Walmart,Consumer_Retail,405132000000.0,101026000000.0,24002000000.0,14370000000.0,,1787000000.0,170407000000.0,70468000000.0,37281000000.0,48032000000.0,55543000000.0,7907000000.0,26249000000.0,12184000000.0,3786000000.0,24002000000.0,True,0.24936563885350949,0.059244888085858434,0.03546992091466485,0.059244888085858434,,0.20392234773230403,0.08432752175673534,0.22275844787422622,0.5290486461940171,0.21877622398140922,0.864771438345066,13.431449356463347,14065000000.0,0.03471707986532784,1.826652748782185,0.03007414867253142,3.7955625990491284,3.7150026413100896,Post-Crisis Recovery
2011,WMT,Walmart,Consumer_Retail,418952000000.0,104006000000.0,25542000000.0,16389000000.0,,1928000000.0,180782000000.0,68542000000.0,45347000000.0,52012000000.0,58603000000.0,7395000000.0,23643000000.0,12699000000.0,3516000000.0,25542000000.0,True,0.24825278313506083,0.060966411426607345,0.03911903989001127,0.060966411426607345,,0.2391088675556593,0.09065614939540441,0.22427100071121883,0.6615943509089317,0.25083802590965915,0.8875313550500827,13.24792531120332,10944000000.0,0.026122324275812025,1.442613948380011,0.030311348316752276,4.661262798634812,3.112627986348123,Post-Crisis Recovery
2012,WMT,Walmart,Consumer_Retail,443416000000.0,108423000000.0,26491000000.0,15699000000.0,,2034000000.0,193406000000.0,71315000000.0,46045000000.0,54975000000.0,62300000000.0,6550000000.0,24255000000.0,13510000000.0,3418000000.0,26491000000.0,True,0.2445175636422682,0.059742995291103614,0.03540467642123875,0.059742995291103614,,0.2201360162658627,0.0811712149571368,0.2257242672119973,0.6456565939844352,0.23807431000072388,0.8824237560192616,13.02409046214356,10745000000.0,0.024232323596803003,1.545002866424613,0.03046800295884677,4.59303686366296,3.1436512580456406,Post-Crisis Recovery
2013,WMT,Walmart,Consumer_Retail,465604000000.0,113307000000.0,27725000000.0,16999000000.0,,1977000000.0,203105000000.0,76343000000.0,43981000000.0,59940000000.0,71818000000.0,7781000000.0,25591000000.0,12898000000.0,3389000000.0,27725000000.0,True,0.24335486808532572,0.05954630973960705,0.036509566069020026,0.05954630973960705,,0.22266612525051413,0.08369562541542552,0.23041953392506898,0.5760973501172341,0.21654316732724452,0.8346097078726782,14.02377339403136,12693000000.0,0.02726136373398854,1.5054414965586211,0.027701652047662822,5.015933903806433,3.7453526113897904,Post-Crisis Recovery
2014,WMT,Walmart,Consumer_Retail,473076000000.0,115007000000.0,26872000000.0,16022000000.0,,2072000000.0,204541000000.0,76255000000.0,45874000000.0,61185000000.0,69345000000.0,7281000000.0,23257000000.0,13115000000.0,3283000000.0,26872000000.0,True,0.24310470199291445,0.05680271246057716,0.03386770835975615,0.05680271246057716,,0.2101108124057439,0.078331483663422,0.22002964078965684,0.6015867811946758,0.22427777316039327,0.882327492969933,12.96911196911197,10142000000.0,0.021438415814795084,1.4515665959305954,0.027722818320946318,4.880292415473652,3.089247639354249,Low Rate Bull Market
2015,WMT,Walmart,Consumer_Retail,482229000000.0,117143000000.0,27147000000.0,16363000000.0,,2161000000.0,203490000000.0,81394000000.0,45680000000.0,63278000000.0,65253000000.0,9135000000.0,28564000000.0,12174000000.0,3243000000.0,27147000000.0,True,0.24291985757803866,0.056294830879105154,0.0339320115546763,0.056294830879105154,,0.2010344742855739,0.08041181384834635,0.21363142735728788,0.5612207288006487,0.2244827755663669,0.9697331923436471,12.562239703840815,16390000000.0,0.03398800155113027,1.7456456639980444,0.02524526729002196,5.04563675609004,5.053962380511872,Low Rate Bull Market
2016,WMT,Walmart,Consumer_Retail,478614000000.0,117630000000.0,24105000000.0,14694000000.0,,2027000000.0,199581000000.0,80546000000.0,40959000000.0,60239000000.0,64619000000.0,8705000000.0,27552000000.0,11477000000.0,3217000000.0,24105000000.0,True,0.24577216713259536,0.05036417655981647,0.03070114956938159,0.05036417655981647,,0.1824299158244978,0.0736242427886422,0.19838689765853257,0.5085168723462369,0.20522494626241977,0.9322180782741918,11.89195855944746,16075000000.0,0.03358656453843807,1.875051041241323,0.02397965792893647,4.567609574137395,4.996891513832764,Low Rate Bull Market
2017,WMT,Walmart,Consumer_Retail,481317000000.0,120061000000.0,22764000000.0,13643000000.0,,2044000000.0,198825000000.0,77798000000.0,38271000000.0,57689000000.0,66928000000.0,6867000000.0,31673000000.0,10619000000.0,3112000000.0,22764000000.0,True,0.24944267499381903,0.04729523370252869,0.028345144675961997,0.04729523370252869,,0.1753644052546338,0.06861813152269584,0.1961247189171958,0.49192781305432015,0.19248585439456808,0.8619561319627062,11.136986301369863,21054000000.0,0.04374248156620273,2.3215568423367294,0.022062383003301357,4.3839974293059125,6.765424164524422,Low Rate Bull Market
2018,WMT,Walmart,Consumer_Retail,495761000000.0,122365000000.0,20437000000.0,9862000000.0,,1978000000.0,204522000000.0,77869000000.0,33783000000.0,59664000000.0,78521000000.0,6756000000.0,28337000000.0,10051000000.0,3010000000.0,20437000000.0,True,0.24682256167790528,0.041223492771718634,0.01989264988573123,0.041223492771718634,,0.1266486021394907,0.04821975142038509,0.18304195177874108,0.4338440200850146,0.16518027400475255,0.7598476840590416,10.332153690596563,18286000000.0,0.0368847085591646,2.873352261204624,0.02027388197135313,3.2764119601328905,6.075083056478405,Low Rate Bull Market
2019,WMT,Walmart,Consumer_Retail,510329000000.0,125028000000.0,21957000000.0,6670000000.0,,1975000000.0,219295000000.0,72496000000.0,45396000000.0,61897000000.0,77477000000.0,7722000000.0,27753000000.0,10344000000.0,2945000000.0,21957000000.0,True,0.24499489544979808,0.0430251857135299,0.013069999941214393,0.0430251857135299,,0.09200507614213198,0.030415650151622245,0.1862467342991891,0.6261862723460605,0.2070088237305912,0.7989080630380629,11.117468354430379,17409000000.0,0.034113287702638884,4.160869565217391,0.020269277270153176,2.264855687606112,5.911375212224109,Low Rate Bull Market
2020,WMT,Walmart,Consumer_Retail,519926000000.0,125321000000.0,20568000000.0,14881000000.0,,2262000000.0,236495000000.0,74669000000.0,49076000000.0,61806000000.0,77790000000.0,9465000000.0,25255000000.0,10705000000.0,2868000000.0,20568000000.0,True,0.241036224385778,0.039559475771552104,0.028621380734950744,0.039559475771552104,,0.1992928792403809,0.06292310619674835,0.16621277627378883,0.6572473181641645,0.207513900928138,0.7945237177015041,9.092838196286472,14550000000.0,0.027984751676200074,1.6971305691821785,0.02058946850128672,5.1886331938633194,5.073221757322176,COVID Shock
2021,WMT,Walmart,Consumer_Retail,555233000000.0,134918000000.0,22548000000.0,13510000000.0,,1976000000.0,252496000000.0,80925000000.0,44309000000.0,90067000000.0,92645000000.0,17741000000.0,36074000000.0,10264000000.0,2847000000.0,22548000000.0,True,0.2429934820156583,0.040609978153315816,0.024332127233071522,0.040609978153315816,,0.16694470188446092,0.053505798111653256,0.18004695210565821,0.5475316651220266,0.1754839680628604,0.9721733498839656,11.410931174089068,25810000000.0,0.046484989184720646,2.6701702442635087,0.018485932932660702,4.745345978222691,9.065683175272216,COVID Rebound
2022,WMT,Walmart,Consumer_Retail,567762000000.0,138762000000.0,25942000000.0,13673000000.0,,1674000000.0,244860000000.0,83253000000.0,37667000000.0,81070000000.0,87379000000.0,14760000000.0,24181000000.0,13106000000.0,8415000000.0,25942000000.0,True,0.24440170353070476,0.04569168066901272,0.024082273910547024,0.04569168066901272,,0.16423432188629838,0.05584007187780773,0.21453853787628183,0.4524401523068238,0.15383076043453403,0.9277972968333352,15.497013142174433,11075000000.0,0.019506412898362344,1.7685219044832883,0.023083616022206488,1.6248366013071895,1.3161021984551395,Inflation & Rate Hikes
2023,WMT,Walmart,Consumer_Retail,605881000000.0,142160000000.0,20428000000.0,11680000000.0,,1787000000.0,243197000000.0,76693000000.0,38840000000.0,75655000000.0,92198000000.0,8625000000.0,28841000000.0,16857000000.0,8202000000.0,20428000000.0,True,0.23463353364769649,0.03371619179343799,0.0192777129502328,0.03371619179343799,,0.15229551588802107,0.04802690822666398,0.1768152822137398,0.5064347463262618,0.15970591742496823,0.8205709451398078,11.431449356463347,11984000000.0,0.01977946164345804,2.469263698630137,0.0278222951371639,1.4240429163618629,1.4611070470616923,Inflation & Rate Hikes
2024,WMT,Walmart,Consumer_Retail,642637000000.0,152495000000.0,27012000000.0,15511000000.0,,2259000000.0,252399000000.0,83861000000.0,39579000000.0,76877000000.0,92415000000.0,9867000000.0,35726000000.0,20606000000.0,8108000000.0,27012000000.0,True,0.23729570504032604,0.04203306065477089,0.024136487628318944,0.04203306065477089,,0.18496082803687053,0.0614542846841707,0.21882696046662345,0.4719595521160015,0.15681123934722405,0.8318671211383434,11.95750332005312,15120000000.0,0.023528057052426176,2.303268648056218,0.03206475817607763,1.9130488406512087,1.8648248643315244,Normalization
2006,AMZN,Amazon,Ecommerce_Logistics,,,,,,,,431000000.0,,,,1022000000.0,,,,,True,,,,,,,,,,,,,,,,,,,Pre-Crisis Buildup
2007,AMZN,Amazon,Ecommerce_Logistics,14835000000.0,3353000000.0,655000000.0,476000000.0,,77000000.0,,1197000000.0,,,,2539000000.0,1405000000.0,224000000.0,424000000.0,655000000.0,True,0.2260195483653522,0.044152342433434445,0.03208628244017526,0.044152342433434445,,0.39766081871345027,,0.5472013366750209,,,,8.506493506493506,1181000000.0,0.07960903269295584,2.9516806722689077,0.015099427030670711,1.1226415094339623,2.785377358490566,Pre-Crisis Buildup
2008,AMZN,Amazon,Ecommerce_Logistics,19166000000.0,4270000000.0,842000000.0,645000000.0,,71000000.0,8314000000.0,2672000000.0,409000000.0,6157000000.0,4746000000.0,2769000000.0,1697000000.0,333000000.0,428000000.0,842000000.0,True,0.22279035792549307,0.04393196285088177,0.03365334446415528,0.04393196285088177,,0.24139221556886228,0.07757998556651431,0.2732878935410581,0.1530688622754491,0.04919413038248737,1.2973029919932575,11.859154929577464,1364000000.0,0.07116769278931441,2.6310077519379846,0.017374517374517374,1.5070093457943925,3.1869158878504673,Financial Crisis
